"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://eghiseul.ro/servicii/cazier-judiciar-online/alexandria/","1","Cazier Judiciar Online Alexandria — Fără Drum la IPJ Teleorman | eGhiseul.ro","76","688","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sibiu/","1","Cazier Judiciar Online Sibiu — Fără Drum la IPJ Sibiu | eGhiseul.ro","67","584","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ramnicu-valcea/","1","Cazier Judiciar Online Râmnicu Vâlcea — Fără Drum la IPJ Vâlcea | eGhiseul.ro","77","701","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/braila/","1","Cazier Judiciar Online Brăila — Fără Drum la IPJ Brăila | eGhiseul.ro","69","598","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/onesti/","1","Cazier Judiciar Online Onești — Fără Drum la IPJ Bacău | eGhiseul.ro","68","609","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/oradea/","1","Cazier Judiciar Online Oradea — Fără Drum la IPJ Bihor | eGhiseul.ro","68","607","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/miercurea-ciuc/","1","Cazier Judiciar Online Miercurea Ciuc — Fără Drum la IPJ Harghita | eGhiseul.ro","79","707","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/targu-jiu/","1","Cazier Judiciar Online Târgu Jiu — Fără Drum la IPJ Gorj | eGhiseul.ro","70","617","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/alba-iulia/","1","Cazier Judiciar Online Alba Iulia — Fără Drum la IPJ Alba | eGhiseul.ro","71","618","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/brasov/","1","Cazier Judiciar Online Brașov — Fără Drum la IPJ Brașov | eGhiseul.ro","69","618","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/constanta/","1","Cazier Judiciar Online Constanța — Fără Drum la IPJ Constanța | eGhiseul.ro","75","680","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/vaslui/","1","Cazier Judiciar Online Vaslui — Fără Drum la IPJ Vaslui | eGhiseul.ro","69","606","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/giurgiu/","1","Cazier Judiciar Online Giurgiu — Fără Drum la IPJ Giurgiu | eGhiseul.ro","71","624","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sfantu-gheorghe/","1","Cazier Judiciar Online Sfântu Gheorghe — Fără Drum la IPJ Covasna | eGhiseul.ro","79","724","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/lugoj/","1","Cazier Judiciar Online Lugoj — Fără Drum la IPJ Timiș | eGhiseul.ro","67","595","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/pitesti/","1","Cazier Judiciar Online Pitești — Fără Drum la IPJ Argeș | eGhiseul.ro","69","606","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/zalau/","1","Cazier Judiciar Online Zalău — Fără Drum la IPJ Sălaj | eGhiseul.ro","67","590","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/slobozia/","1","Cazier Judiciar Online Slobozia — Fără Drum la IPJ Ialomița | eGhiseul.ro","73","645","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sebes/","1","Cazier Judiciar Online Sebeș — Fără Drum la IPJ Alba | eGhiseul.ro","66","591","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/targoviste/","1","Cazier Judiciar Online Târgoviște — Fără Drum la IPJ Dâmbovița | eGhiseul.ro","76","688","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/baia-mare/","1","Cazier Judiciar Online Baia Mare — Fără Drum la IPJ Maramureș | eGhiseul.ro","75","689","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/focsani/","1","Cazier Judiciar Online Focșani — Fără Drum la IPJ Vrancea | eGhiseul.ro","71","639","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/bacau/","1","Cazier Judiciar Online Bacău — Fără Drum la IPJ Bacău | eGhiseul.ro","67","606","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ploiesti/","1","Cazier Judiciar Online Ploiești — Fără Drum la IPJ Prahova | eGhiseul.ro","72","637","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/calarasi/","1","Cazier Judiciar Online Călărași — Fără Drum la IPJ Călărași | eGhiseul.ro","73","642","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/barlad/","1","Cazier Judiciar Online Bârlad — Fără Drum la IPJ Vaslui | eGhiseul.ro","69","608","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/galati/","1","Cazier Judiciar Online Galați — Fără Drum la IPJ Galați | eGhiseul.ro","69","602","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/iasi/","1","Cazier Judiciar Online Iași — Fără Drum la IPJ Iași | eGhiseul.ro","65","558","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/drobeta-turnu-severin/","1","Cazier Judiciar Online Drobeta-Turnu Severin — Fără Drum la IPJ Mehedinți | eGhiseul.ro","87","786","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/craiova/","1","Cazier Judiciar Online Craiova — Fără Drum la IPJ Dolj | eGhiseul.ro","68","598","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/botosani/","1","Cazier Judiciar Online Botoșani — Fără Drum la IPJ Botoșani | eGhiseul.ro","73","652","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/medias/","1","Cazier Judiciar Online Mediaș — Fără Drum la IPJ Sibiu | eGhiseul.ro","68","605","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/arad/","1","Cazier Judiciar Online Arad — Fără Drum la IPJ Arad | eGhiseul.ro","65","580","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/grad-indatorare/","1","Calculator Grad de Îndatorare (DTI) 2026 | eGhiseul.ro","54","477","Indexable",""
"https://eghiseul.ro/calculator/zile-concediu-odihna/","1","Calculator Zile Concediu de Odihnă — Proporțional | eGhiseul.ro","63","564","Indexable",""
"https://eghiseul.ro/calculator/diurna/","1","Calculator Diurnă 2026 — Plafon Neimpozabil Delegație | eGhiseul.ro","67","610","Indexable",""
"https://eghiseul.ro/calculator/concediu-paternal/","1","Calculator Concediu Paternal 2026 | eGhiseul.ro","47","425","Indexable",""
"https://eghiseul.ro/calculator/cost-cadastru-intabulare/","1","Cât Costă Cadastrul și Intabularea? Calculator 2026 | eGhiseul.ro","65","575","Indexable",""
"https://eghiseul.ro/calculator/zile-lucratoare/","1","Calculator Zile Lucrătoare 2026 | eGhiseul.ro","45","396","Indexable",""
"https://eghiseul.ro/calculator/calculator-data/","1","Calculator Dată — Adună sau Scade Zile | eGhiseul.ro","52","472","Indexable",""
"https://eghiseul.ro/calculator/dobanda-legala/","1","Calculator Dobândă Legală 2026 (Penalizatoare) | eGhiseul.ro","60","548","Indexable",""
"https://eghiseul.ro/calculator/concediu-maternitate/","1","Calculator Concediu Maternitate 2026 — Indemnizație | eGhiseul.ro","65","596","Indexable",""
"https://eghiseul.ro/calculator/pensie-invaliditate/","1","Calculator Pensie Invaliditate 2026 — Gradele I, II, III | eGhiseul.ro","70","575","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/deva/","1","Cazier Judiciar Online Deva — Fără Drum la IPJ Hunedoara | eGhiseul.ro","70","639","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ilfov/","1","Cazier Judiciar Online Ilfov — Fără Drum la IPJ Ilfov | eGhiseul.ro","67","572","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/spor-salarial/","1","Calculator Spor Noapte și Ore Suplimentare 2026 | eGhiseul.ro","61","554","Indexable",""
"https://eghiseul.ro/calculator/inflatie/","1","Calculator Inflație — Puterea de Cumpărare a Banilor | eGhiseul.ro","66","586","Indexable",""
"https://eghiseul.ro/calculator/calculator-indemnizatie-crestere-copil/","1","Calculator Indemnizație Creștere Copil 2026 (ICC) | eGhiseul.ro","63","559","Indexable",""
"https://eghiseul.ro/cat-poti-construi-pe-teren/","1","Cât Poți Construi pe Terenul Tău? POT și CUT explicate simplu | eGhiseul.ro","75","674","Indexable",""
"https://eghiseul.ro/radiere-firma-srl-ghid/","1","Radierea unei firme (SRL): etape, acte, durată și greșeli de evitat (2026) | eGhiseul.ro","88","752","Indexable",""
"https://eghiseul.ro/certificat-de-celibat-pentru-casatorie-in-strainatate/","1","Certificat de Celibat pentru Căsătorie în Străinătate: Apostilă și Traducere | eGhiseul.ro","90","773","Indexable",""
"https://eghiseul.ro/certificat-de-nastere-din-strainatate/","1","Certificat de naștere din străinătate — cum îl obții fără să vii în țară | eGhiseul.ro","86","712","Indexable",""
"https://eghiseul.ro/calculator/penalitati-anaf/","1","Calculator Penalități și Dobânzi ANAF — Întârziere la Plată | eGhiseul.ro","73","635","Indexable",""
"https://eghiseul.ro/cum-vor-arata-documentele-de-stare-civila-2025/","1","Cum Vor Arăta Noile Documente de Stare Civilă (2025) | eGhiseul.ro","66","604","Indexable",""
"https://eghiseul.ro/calculator/vechime-in-munca/","1","Calculator Vechime în Muncă — Ani, Luni, Zile | eGhiseul.ro","59","521","Indexable",""
"https://eghiseul.ro/model-certificat-de-casatorie/","1","Model Certificat de Căsătorie: Cum Arată și Ce Conține | eGhiseul.ro","68","606","Indexable",""
"https://eghiseul.ro/certificat-constatator-de-baza/","1","Certificat constatator de bază: preț, ce conține, cum îl obții în minute | eGhiseul.ro","86","725","Indexable",""
"https://eghiseul.ro/eliberare-certificat-constatator-onrc-ghid/","1","Eliberare Certificat Constatator de la ONRC: Ghid Complet | eGhiseul.ro","71","632","Indexable",""
"https://eghiseul.ro/cele-4-tipuri-de-certificat-constatator-online/","1","Tipurile de certificat constatator online: ghid actualizat | eGhiseul.ro","72","603","Indexable",""
"https://eghiseul.ro/certificat-constatator-cu-istoric/","1","Certificat constatator cu istoric: ce conține, preț, cum îl obții | eGhiseul.ro","79","647","Indexable",""
"https://eghiseul.ro/certificat-constatator-pfa/","1","Certificat constatator PFA: cum îl obții online, preț, ce conține | eGhiseul.ro","79","662","Indexable",""
"https://eghiseul.ro/rolul-si-atributiile-onrc-romania/","1","Ce face ONRC, de fapt: registrul, înmatriculările și certificatul constatator | eGhiseul.ro","91","765","Indexable",""
"https://eghiseul.ro/certificat-constatator-insolventa/","1","Certificat constatator pentru insolvență: preț și eliberare online | eGhiseul.ro","80","676","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bucuresti/","1","Extras de Carte Funciară Online București — 89 RON, Fără Drum la OCPI | eGhiseul.ro","83","753","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/salaj/","1","Extras de Carte Funciară Online Sălaj — 89 RON, Fără Drum la OCPI | eGhiseul.ro","79","713","Indexable",""
"https://eghiseul.ro/calculator/rambursare-anticipata/","1","Calculator Rambursare Anticipată Credit — Dobândă Economisită | eGhiseul.ro","75","696","Indexable",""
"https://eghiseul.ro/embed/ancpi/","1","Starea sistemelor ANCPI — monitorizare live eGhișeul.ro","55","504","Non-Indexable","noindex"
"https://eghiseul.ro/ancpi-nu-functioneaza/?utm_source=embed&utm_medium=widget&utm_campaign=ancpi-status","1","ANCPI / Cadastru: ce funcționează azi — status live | eGhiseul.ro","65","574","Non-Indexable","Canonicalised"
