"Address","Occurrences","H2-1","H2-1 Length","H2-2","H2-2 Length","Indexability","Indexability Status"
"https://eghiseul.ro/servicii/cazier-judiciar-online/oradea/","12","Cazier judiciar Oradea la ghișeu — sediul IPJ Bihor","51","Ce este cazierul judiciar și de ce ai nevoie de el în Oradea","60","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/miercurea-ciuc/","12","Cazier judiciar Miercurea Ciuc la ghișeu — sediul IPJ Harghita","62","Ce este cazierul judiciar și de ce ai nevoie de el în Miercurea Ciuc","68","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/targu-jiu/","12","Cazier judiciar Târgu Jiu la ghișeu — sediul IPJ Gorj","53","Ce este cazierul judiciar și de ce ai nevoie de el în Târgu Jiu","63","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/alba-iulia/","12","Cazier judiciar Alba Iulia la ghișeu — sediul IPJ Alba","54","Ce este cazierul judiciar și de ce ai nevoie de el în Alba Iulia","64","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/brasov/","12","Cazier judiciar Brașov la ghișeu — sediul IPJ Brașov","52","Ce este cazierul judiciar și de ce ai nevoie de el în Brașov","60","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/constanta/","12","Cazier judiciar Constanța la ghișeu — sediul IPJ Constanța","58","Ce este cazierul judiciar și de ce ai nevoie de el în Constanța","63","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/vaslui/","12","Cazier judiciar Vaslui la ghișeu — sediul IPJ Vaslui","52","Ce este cazierul judiciar și de ce ai nevoie de el în Vaslui","60","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/giurgiu/","12","Cazier judiciar Giurgiu la ghișeu — sediul IPJ Giurgiu","54","Ce este cazierul judiciar și de ce ai nevoie de el în Giurgiu","61","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sfantu-gheorghe/","12","Cazier judiciar Sfântu Gheorghe la ghișeu — sediul IPJ Covasna","62","Ce este cazierul judiciar și de ce ai nevoie de el în Sfântu Gheorghe","69","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/lugoj/","12","Cazier judiciar Lugoj la ghișeu","31","Ce este cazierul judiciar și de ce ai nevoie de el în Lugoj","59","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/pitesti/","12","Cazier judiciar Pitești la ghișeu — sediul IPJ Argeș","52","Ce este cazierul judiciar și de ce ai nevoie de el în Pitești","61","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/zalau/","12","Cazier judiciar Zalău la ghișeu — sediul IPJ Sălaj","50","Ce este cazierul judiciar și de ce ai nevoie de el în Zalău","59","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/slobozia/","12","Cazier judiciar Slobozia la ghișeu — sediul IPJ Ialomița","56","Ce este cazierul judiciar și de ce ai nevoie de el în Slobozia","62","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/sebes/","12","Cazier judiciar Sebeș la ghișeu","31","Ce este cazierul judiciar și de ce ai nevoie de el în Sebeș","59","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/targoviste/","12","Cazier judiciar Târgoviște la ghișeu — sediul IPJ Dâmbovița","59","Ce este cazierul judiciar și de ce ai nevoie de el în Târgoviște","64","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/baia-mare/","12","Cazier judiciar Baia Mare la ghișeu — sediul IPJ Maramureș","58","Ce este cazierul judiciar și de ce ai nevoie de el în Baia Mare","63","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/focsani/","12","Cazier judiciar Focșani la ghișeu — sediul IPJ Vrancea","54","Ce este cazierul judiciar și de ce ai nevoie de el în Focșani","61","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/bacau/","12","Cazier judiciar Bacău la ghișeu — sediul IPJ Bacău","50","Ce este cazierul judiciar și de ce ai nevoie de el în Bacău","59","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ploiesti/","12","Cazier judiciar Ploiești la ghișeu — sediul IPJ Prahova","55","Ce este cazierul judiciar și de ce ai nevoie de el în Ploiești","62","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/calarasi/","12","Cazier judiciar Călărași la ghișeu — sediul IPJ Călărași","56","Ce este cazierul judiciar și de ce ai nevoie de el în Călărași","62","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/barlad/","12","Cazier judiciar Bârlad la ghișeu","32","Ce este cazierul judiciar și de ce ai nevoie de el în Bârlad","60","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/galati/","12","Cazier judiciar Galați la ghișeu — sediul IPJ Galați","52","Ce este cazierul judiciar și de ce ai nevoie de el în Galați","60","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/iasi/","12","Cazier judiciar Iași la ghișeu — sediul IPJ Iași","48","Ce este cazierul judiciar și de ce ai nevoie de el în Iași","58","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/drobeta-turnu-severin/","12","Cazier judiciar Drobeta-Turnu Severin la ghișeu — sediul IPJ Mehedinți","70","Ce este cazierul judiciar și de ce ai nevoie de el în Drobeta-Turnu Severin","75","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/craiova/","12","Cazier judiciar Craiova la ghișeu — sediul IPJ Dolj","51","Ce este cazierul judiciar și de ce ai nevoie de el în Craiova","61","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/botosani/","12","Cazier judiciar Botoșani la ghișeu — sediul IPJ Botoșani","56","Ce este cazierul judiciar și de ce ai nevoie de el în Botoșani","62","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/medias/","12","Cazier judiciar Mediaș la ghișeu","32","Ce este cazierul judiciar și de ce ai nevoie de el în Mediaș","60","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/arad/","12","Cazier judiciar Arad la ghișeu — sediul IPJ Arad","48","Ce este cazierul judiciar și de ce ai nevoie de el în Arad","58","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/grad-indatorare/","10","Cum se calculează gradul de îndatorare","38","Plafoanele BNR în 2026","22","Indexable",""
"https://eghiseul.ro/calculator/zile-concediu-odihna/","9","Cum se calculează zilele de concediu de odihnă","46","Exemplu de calcul pas cu pas","28","Indexable",""
"https://eghiseul.ro/calculator/diurna/","10","Ce este diurna și când e neimpozabilă","37","Plafoane 2026","13","Indexable",""
"https://eghiseul.ro/calculator/concediu-paternal/","10","Cum se calculează concediul paternal în 2026","44","Exemplu pas cu pas","18","Indexable",""
"https://eghiseul.ro/calculator/cost-cadastru-intabulare/","9","Din ce se compune costul cadastrului și intabulării","51","Care sunt taxele oficiale ANCPI pe operațiuni","45","Indexable",""
"https://eghiseul.ro/calculator/zile-lucratoare/","9","Cum se calculează zilele lucrătoare","35","Exemplu numeric pas cu pas","26","Indexable",""
"https://eghiseul.ro/calculator/calculator-data/","10","Cum se calculează o dată adunând sau scăzând zile","49","Exemplu numeric pas cu pas","26","Indexable",""
"https://eghiseul.ro/calculator/dobanda-legala/","9","Cum se calculează dobânda legală în 2026","40","Exemplu numeric, pas cu pas","27","Indexable",""
"https://eghiseul.ro/calculator/concediu-maternitate/","10","Cum se calculează indemnizația de maternitate în 2026","53","Exemplu numeric pas cu pas","26","Indexable",""
"https://eghiseul.ro/calculator/pensie-invaliditate/","10","Cum se calculează pensia de invaliditate","40","Creditarea stagiului potențial pe grade","39","Indexable",""
"https://eghiseul.ro/servicii/cazier-judiciar-online/deva/","12","Cazier judiciar Deva la ghișeu — sediul IPJ Hunedoara","53","Ce este cazierul judiciar și de ce ai nevoie de el în Deva","58","Non-Indexable","noindex"
"https://eghiseul.ro/servicii/cazier-judiciar-online/ilfov/","12","Cazier judiciar Ilfov la ghișeu — sediul IPJ Ilfov","50","Ce este cazierul judiciar și de ce ai nevoie de el în Ilfov","59","Non-Indexable","noindex"
"https://eghiseul.ro/calculator/spor-salarial/","9","Cum se calculează sporurile salariale în 2026","45","Exemplu numeric pas cu pas","26","Indexable",""
"https://eghiseul.ro/calculator/inflatie/","10","Ce arată calculatorul de inflație","33","Cum se calculează","17","Indexable",""
"https://eghiseul.ro/calculator/calculator-indemnizatie-crestere-copil/","13","Cum se calculează indemnizația de creștere a copilului","54","Durata și stimulentul de inserție","33","Indexable",""
"https://eghiseul.ro/cat-poti-construi-pe-teren/","11","Răspunsul scurt","15","Cei doi indicatori care decid cât construiești: POT și CUT","58","Indexable",""
"https://eghiseul.ro/radiere-firma-srl-ghid/","9","Cele trei etape, pe scurt","25","Termenul de 30 de zile: de ce nu se poate „repede”","50","Indexable",""
"https://eghiseul.ro/certificat-de-celibat-pentru-casatorie-in-strainatate/","13","Ce este certificatul de celibat (Anexa 9)","41","Pașii pentru a folosi certificatul de celibat în străinătate","60","Indexable",""
"https://eghiseul.ro/certificat-de-nastere-din-strainatate/","10","Prima decizie: duplicat sau extras multilingv?","46","Cele trei rute, comparate","25","Indexable",""
"https://eghiseul.ro/calculator/penalitati-anaf/","11","Cum se calculează penalitățile ANAF","35","Exemplu de calcul pas cu pas","28","Indexable",""
"https://eghiseul.ro/cum-vor-arata-documentele-de-stare-civila-2025/","8","Noile certificate electronice: disponibile deja din 2025","56","Cum vor arăta noile documente de stare civilă","45","Indexable",""
"https://eghiseul.ro/calculator/vechime-in-munca/","9","Cum aduni vechimea din mai multe locuri de muncă","48","Exemplu numeric: vechime din trei contracte","43","Indexable",""
"https://eghiseul.ro/model-certificat-de-casatorie/","8","Cum arată modelul actual al certificatului de căsătorie","55","Ce date conține certificatul de căsătorie","41","Indexable",""
"https://eghiseul.ro/certificat-constatator-de-baza/","8","Ce conține certificatul constatator de bază","43","Unde ți-l cer","13","Indexable",""
"https://eghiseul.ro/eliberare-certificat-constatator-onrc-ghid/","10","Opțiunea de obținere online a certificatului constatator","56","Actele necesare pentru eliberarea certificatului constatator de la Registrul Comerțului","87","Indexable",""
"https://eghiseul.ro/cele-4-tipuri-de-certificat-constatator-online/","6","Ce este un certificat constatator?","34","Tipurile de certificat constatator (actualizat 2026)","52","Indexable",""
"https://eghiseul.ro/certificat-constatator-cu-istoric/","7","Ce conține, concret","19","Când îți trebuie istoricul","26","Indexable",""
"https://eghiseul.ro/certificat-constatator-pfa/","8","De ce PFA-ul primește alt certificat decât firmele","50","Ce conține certificatul","23","Indexable",""
"https://eghiseul.ro/rolul-si-atributiile-onrc-romania/","7","Registrul Comerțului: evidența în sine","38","Ce face concret","15","Indexable",""
"https://eghiseul.ro/certificat-constatator-insolventa/","8","Ce atestă exact acest certificat","32","De bază vs. insolvență: de ce nu merge cu cel obișnuit","54","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/bucuresti/","10","Ce este extrasul de carte funciară","34","Tipuri de extras de carte funciară","34","Indexable",""
"https://eghiseul.ro/servicii/extras-de-carte-funciara/salaj/","9","Ce este extrasul de carte funciară","34","Tipuri de extras de carte funciară","34","Indexable",""
"https://eghiseul.ro/calculator/rambursare-anticipata/","9","Cum funcționează rambursarea anticipată","39","Care variantă economisește mai mult","35","Indexable",""
"https://eghiseul.ro/embed/ancpi/","0","","0","","0","Non-Indexable","noindex"
"https://eghiseul.ro/ancpi-nu-functioneaza/?utm_source=embed&utm_medium=widget&utm_campaign=ancpi-status","13","Ce s-a întâmplat, pe scurt","26","Mai e picat ANCPI? Starea sistemelor, în timp real","50","Non-Indexable","Canonicalised"
